ID,Brand,Phone,Picture URL small,Body Dimensions,Body Weight,Display Resolution
194,Ericsson,Ericsson R320,https://fdn2.gsmarena.com/vv/bigpic/err320b.gif,130 x 51 x 15 mm (5.12 x 2.01 x 0.59 in);,99 g (3.49 oz);,5 lines;
195,Ericsson,Ericsson R380,https://fdn2.gsmarena.com/vv/bigpic/err380b.gif,130 x 50 x 26 mm (5.12 x 1.97 x 1.02 in);,164 g (5.78 oz);,Big;
199,Ericsson,Ericsson R520m,https://fdn2.gsmarena.com/vv/bigpic/err520m.gif,130 x 50 x 16 mm (5.12 x 1.97 x 0.63 in);,105 g (3.70 oz);,5 lines;
200,Ericsson,Ericsson R310s,https://fdn2.gsmarena.com/vv/bigpic/err310s.gif,131 x 53 x 25 mm (5.16 x 2.09 x 0.98 in);,173 g (6.10 oz);,5 lines;
211,Ericsson,Ericsson T20s,https://fdn2.gsmarena.com/vv/bigpic/ert20s.gif,101 x 54 x 28 mm (3.98 x 2.13 x 1.10 in);,128 g (4.52 oz);,"101 x 33 pixels, 3 x 12 chars;"
225,Ericsson,Ericsson T29s,https://fdn2.gsmarena.com/vv/bigpic/ert29.gif,101 x 49 x 20 mm (3.98 x 1.93 x 0.79 in);,95 g (3.35 oz);,"101 x 33 pixels, 3 x 12 chars;"
226,Ericsson,Ericsson A2628,https://fdn2.gsmarena.com/vv/bigpic/era2628.gif,131 x 51 x 25 mm (5.16 x 2.01 x 0.98 in);,140 g (4.94 oz);,4 lines;
251,Ericsson,Ericsson T20e,https://fdn2.gsmarena.com/vv/bigpic/ert20e.gif,101 x 54 x 28 mm (3.98 x 2.13 x 1.10 in);,128 g (4.52 oz);,"101 x 33 pixels, 3 x 12 chars;"
252,Ericsson,Ericsson T39,https://fdn2.gsmarena.com/vv/bigpic/ert39.gif,96 x 50 x 18 mm (3.78 x 1.97 x 0.71 in);,86 g (3.03 oz);,"101 x 54 pixels, 4 lines, 17:9 ratio;"
253,Ericsson,Ericsson T68,https://fdn2.gsmarena.com/vv/bigpic/ert68.gif,101 x 48 x 19.5 mm (3.98 x 1.89 x 0.77 in);,84 g (2.96 oz);,101 x 80 pixels;
262,Ericsson,Ericsson A3618,https://fdn2.gsmarena.com/vv/bigpic/era3618.gif,111 x 47 x 22 mm (4.37 x 1.85 x 0.87 in);,86 g (3.03 oz);,4 lines;
266,Ericsson,Ericsson T65,https://fdn2.gsmarena.com/vv/bigpic/ert65.gif,105 x 49 x 21 mm (4.13 x 1.93 x 0.83 in);,94 g (3.32 oz);,"6 lines, 101 x 67 pixels;"
282,Ericsson,Ericsson T66,https://fdn2.gsmarena.com/vv/bigpic/ert66.gif,92 x 41 x 17.5 mm (3.62 x 1.61 x 0.69 in);,59 g (2.08 oz);,5 lines;
283,Ericsson,Ericsson R600,https://fdn2.gsmarena.com/vv/bigpic/err600.gif,105 x 45 x 20 mm (4.13 x 1.77 x 0.79 in);,82 g (2.89 oz);,5 lines;
1827,Apple,Apple iPhone,https://fdn2.gsmarena.com/vv/bigpic/apple-iphone.gif,115 x 61 x 11.6 mm (4.53 x 2.40 x 0.46 in);,135 g (4.76 oz);,"320 x 480 pixels, 3:2 ratio (~165 ppi density);"
2424,Apple,Apple iPhone 3G,https://fdn2.gsmarena.com/vv/bigpic/apple-iphone3g.jpg,115.5 x 62.1 x 12.3 mm (4.55 x 2.44 x 0.48 in);,133 g (4.69 oz);,"320 x 480 pixels, 3:2 ratio (~165 ppi density);"
2826,Apple,Apple iPhone 3GS,https://fdn2.gsmarena.com/vv/bigpic/apple-iphone-3gs-ofic.jpg,115.5 x 62.1 x 12.3 mm (4.55 x 2.44 x 0.48 in);,135 g (4.76 oz);,"320 x 480 pixels, 3:2 ratio (~165 ppi density);"
3275,Apple,Apple iPhone 4,https://fdn2.gsmarena.com/vv/bigpic/apple-iphone-4-ofic-final.jpg,115.2 x 58.6 x 9.3 mm (4.54 x 2.31 x 0.37 in);,137 g (4.83 oz);,"640 x 960 pixels, 3:2 ratio (~330 ppi density);"
3716,Apple,Apple iPhone 4 CDMA,https://fdn2.gsmarena.com/vv/bigpic/apple-iphone4-cdma.jpg,115.2 x 58.6 x 9.3 mm (4.54 x 2.31 x 0.37 in);,137 g (4.83 oz);,"640 x 960 pixels, 3:2 ratio (~330 ppi density);"
3827,Apple,Apple iPad Wi-Fi + 3G,https://fdn2.gsmarena.com/vv/bigpic/apple-ipad-original.jpg,242.8 x 189.7 x 13.4 mm (9.56 x 7.47 x 0.53 in);,730 g (1.61 lb);,"768 x 1024 pixels, 4:3 ratio (~132 ppi density);"
3828,Apple,Apple iPad Wi-Fi,https://fdn2.gsmarena.com/vv/bigpic/apple-ipad-original.jpg,242.8 x 189.7 x 13.4 mm (9.56 x 7.47 x 0.53 in);,680 g (1.50 lb);,"768 x 1024 pixels, 4:3 ratio (~132 ppi density);"
3847,Apple,Apple iPad 2 Wi-Fi,https://fdn2.gsmarena.com/vv/bigpic/apple-ipad2-new.jpg,241.2 x 185.7 x 8.8 mm (9.50 x 7.31 x 0.35 in);,601 g (1.32 lb);,"768 x 1024 pixels, 4:3 ratio (~132 ppi density);"
3848,Apple,Apple iPad 2 Wi-Fi + 3G,https://fdn2.gsmarena.com/vv/bigpic/apple-ipad2-new.jpg,241.2 x 185.7 x 8.8 mm (9.50 x 7.31 x 0.35 in);,607 g (1.34 lb);,"768 x 1024 pixels, 4:3 ratio (~132 ppi density);"
3849,Apple,Apple iPad 2 CDMA,https://fdn2.gsmarena.com/vv/bigpic/apple-ipad2-new.jpg,241.2 x 185.7 x 8.8 mm (9.50 x 7.31 x 0.35 in);,607 g (1.34 lb);,"768 x 1024 pixels, 4:3 ratio (~132 ppi density);"
4135,Samsung,Samsung Galaxy Note N7000,https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-note.jpg,146.9 x 83 x 9.7 mm (5.78 x 3.27 x 0.38 in);,178 g (6.28 oz);,"800 x 1280 pixels, 16:10 ratio (~285 ppi density);"
4212,Apple,Apple iPhone 4s,https://fdn2.gsmarena.com/vv/bigpic/apple-iphone-4s-new.jpg,115.2 x 58.6 x 9.3 mm (4.54 x 2.31 x 0.37 in);,140 g (4.94 oz);,"640 x 960 pixels, 3:2 ratio (~330 ppi density);"
4374,Samsung,Samsung Galaxy Note I717,https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-note-lte-new.jpg,146.8 x 83 x 9.7 mm (5.78 x 3.27 x 0.38 in);,178 g (6.28 oz);,"800 x 1280 pixels, 16:10 ratio (~285 ppi density);"
4573,Samsung,Samsung Galaxy Note 10.1 N8000,https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-note-101-n8000.jpg,262 x 180 x 8.9 mm (10.31 x 7.09 x 0.35 in);,600 g (1.32 lb);,"800 x 1280 pixels, 16:10 ratio (~149 ppi density);"
4620,Apple,Apple iPad 3 Wi-Fi + Cellular,https://fdn2.gsmarena.com/vv/bigpic/apple-ipad-3-new.jpg,241.2 x 185.7 x 9.4 mm (9.50 x 7.31 x 0.37 in);,662 g (1.46 lb);,"1536 x 2048 pixels, 4:3 ratio (~264 ppi density);"
4621,Apple,Apple iPad 3 Wi-Fi,https://fdn2.gsmarena.com/vv/bigpic/apple-ipad-3-new.jpg,241.2 x 185.7 x 9.4 mm (9.50 x 7.31 x 0.37 in);,652 g (1.44 lb);,"1536 x 2048 pixels, 4:3 ratio (~264 ppi density);"
4670,Samsung,Samsung Galaxy Note 10.1 N8010,https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-note-101-n8000.jpg,262 x 180 x 8.9 mm (10.31 x 7.09 x 0.35 in);,597 g (1.32 lb);,"800 x 1280 pixels, 16:10 ratio (~149 ppi density);"
4854,Samsung,Samsung Galaxy Note II N7100,https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-note-ii-n7100-new.jpg,151.1 x 80.5 x 9.4 mm (5.95 x 3.17 x 0.37 in);,183 g (6.46 oz);,"720 x 1280 pixels, 16:9 ratio (~267 ppi density);"
4910,Apple,Apple iPhone 5,https://fdn2.gsmarena.com/vv/bigpic/apple-iphone-5-ofic.jpg,123.8 x 58.6 x 7.6 mm (4.87 x 2.31 x 0.30 in);,112 g (3.95 oz);,"640 x 1136 pixels, 16:9 ratio (~326 ppi density);"
4952,Samsung,Samsung Galaxy Note T879,https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-note-t-mobile-sgh-t879.jpg,146.8 x 83.1 x 9.7 mm (5.78 x 3.27 x 0.38 in);,180 g (6.35 oz);,"800 x 1280 pixels, 16:10 ratio (~285 ppi density);"
5061,Apple,Apple iPad mini Wi-Fi + Cellular,https://fdn2.gsmarena.com/vv/bigpic/apple-ipad-mini-final.jpg,200 x 134.7 x 7.2 mm (7.87 x 5.30 x 0.28 in);,312 g (11.01 oz);,"768 x 1024 pixels, 4:3 ratio (~162 ppi density);"
5070,Apple,Apple iPad mini Wi-Fi,https://fdn2.gsmarena.com/vv/bigpic/apple-ipad-mini-final.jpg,200 x 134.7 x 7.2 mm (7.87 x 5.30 x 0.28 in);,308 g (10.86 oz);,"768 x 1024 pixels, 4:3 ratio (~162 ppi density);"
5071,Apple,Apple iPad 4 Wi-Fi + Cellular,https://fdn2.gsmarena.com/vv/bigpic/apple-ipad-3-new.jpg,241.2 x 185.7 x 9.4 mm (9.50 x 7.31 x 0.37 in);,662 g (1.46 lb);,"1536 x 2048 pixels, 4:3 ratio (~264 ppi density);"
5072,Apple,Apple iPad 4 Wi-Fi,https://fdn2.gsmarena.com/vv/bigpic/apple-ipad-3-new.jpg,241.2 x 185.7 x 9.4 mm (9.50 x 7.31 x 0.37 in);,652 g (1.44 lb);,"1536 x 2048 pixels, 4:3 ratio (~264 ppi density);"
5151,Samsung,Samsung Galaxy Note LTE 10.1 N8020,https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-note-101-lte-n8020.jpg,262 x 180 x 8.9 mm (10.31 x 7.09 x 0.35 in);,600 g (1.32 lb);,"800 x 1280 pixels, 16:10 ratio (~149 ppi density);"
5152,Samsung,Samsung Galaxy Note II CDMA,https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-note-ii-cdma.jpg,151.1 x 80.5 x 9.4 mm (5.95 x 3.17 x 0.37 in);,179.4 g (6.31 oz);,"720 x 1280 pixels, 16:9 ratio (~267 ppi density);"
5252,Samsung,Samsung Galaxy Note 8.0,https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-note-80-n5100.jpg,210.8 x 135.9 x 8 mm (8.30 x 5.35 x 0.31 in);,338 g (3G) / 340 g (LTE) (11.99 oz);,"800 x 1280 pixels, 16:10 ratio (~189 ppi density);"
5253,Samsung,Samsung Galaxy Note 8.0 Wi-Fi,https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-note-80-n5110.jpg,210.8 x 135.9 x 8 mm (8.30 x 5.35 x 0.31 in);,338 g (11.92 oz);,"800 x 1280 pixels, 16:10 ratio (~189 ppi density);"
5665,Samsung,Samsung Galaxy Note 3,https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-note-3.jpg,151.2 x 79.2 x 8.3 mm (5.95 x 3.12 x 0.33 in);,168 g (5.93 oz);,"1080 x 1920 pixels, 16:9 ratio (~386 ppi density);"
5677,Samsung,Samsung Galaxy Note 10.1 (2014),https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-note-101-2014-new.jpg,243.1 x 171.4 x 7.9 mm (9.57 x 6.75 x 0.31 in);,540g (WIFI)/ 535 g (3G)/ 547g (LTE) (1.18 lb);,"2560 x 1600 pixels, 16:10 ratio (~299 ppi density);"
5685,Apple,Apple iPhone 5s,https://fdn2.gsmarena.com/vv/bigpic/apple-iphone-5s-ofic.jpg,123.8 x 58.6 x 7.6 mm (4.87 x 2.31 x 0.30 in);,112 g (3.95 oz);,"640 x 1136 pixels, 16:9 ratio (~326 ppi density);"
5690,Apple,Apple iPhone 5c,https://fdn2.gsmarena.com/vv/bigpic/apple-iphone-5c-new2.jpg,124.4 x 59.2 x 9 mm (4.90 x 2.33 x 0.35 in);,132 g (4.66 oz);,"640 x 1136 pixels, 16:9 ratio (~326 ppi density);"
5735,Apple,Apple iPad mini 2,https://fdn2.gsmarena.com/vv/bigpic/apple-ipad-mini2.jpg,200 x 134.7 x 7.5 mm (7.87 x 5.30 x 0.30 in);,331 g (Wi-Fi) / 341 g (3G/LTE) (11.68 oz);,"1536 x 2048 pixels, 4:3 ratio (~324 ppi density);"
5797,Apple,Apple iPad Air,https://fdn2.gsmarena.com/vv/bigpic/apple-ipad-air.jpg,240 x 169.5 x 7.5 mm (9.45 x 6.67 x 0.30 in);,469 g (Wi-Fi) / 478 g (3G/LTE) (1.03 lb);,"1536 x 2048 pixels, 4:3 ratio (~264 ppi density);"
5944,Samsung,Samsung Galaxy Note Pro 12.2 3G,https://fdn2.gsmarena.com/vv/bigpic/samsung-note-pro-122.jpg,295.5 x 204 x 8 mm (11.63 x 8.03 x 0.31 in);,753 g (1.66 lb);,"2560 x 1600 pixels, 16:10 ratio (~247 ppi density);"
5945,Samsung,Samsung Galaxy Note Pro 12.2 LTE,https://fdn2.gsmarena.com/vv/bigpic/samsung-note-pro-122.jpg,295.6 x 204 x 8 mm (11.64 x 8.03 x 0.31 in);,753 g (1.66 lb);,"2560 x 1600 pixels, 16:10 ratio (~247 ppi density);"
5961,Samsung,Samsung Galaxy Note 3 Neo,https://fdn2.gsmarena.com/vv/bigpic/-samsung-galaxy-note-3-neo-new1.jpg,148.4 x 77.4 x 8.6 mm (5.84 x 3.05 x 0.34 in);,162.5 g (5.71 oz);,"720 x 1280 pixels, 16:9 ratio (~267 ppi density);"
6015,Samsung,Samsung Galaxy Note 3 Neo Duos,https://fdn2.gsmarena.com/vv/bigpic/-samsung-galaxy-note-3-neo-new1.jpg,148.4 x 77.4 x 8.6 mm (5.84 x 3.05 x 0.34 in);,162.5 g (5.71 oz);,"720 x 1280 pixels, 16:9 ratio (~267 ppi density);"
6048,Samsung,Samsung Galaxy Note Pro 12.2,https://fdn2.gsmarena.com/vv/bigpic/samsung-note-pro-122.jpg,295.6 x 203.9 x 8 mm (11.64 x 8.03 x 0.31 in);,750 g (1.65 lb);,"2560 x 1600 pixels, 16:10 ratio (~247 ppi density);"
6378,Apple,Apple iPhone 6,https://fdn2.gsmarena.com/vv/bigpic/apple-iphone-6-4.jpg,138.1 x 67 x 6.9 mm (5.44 x 2.64 x 0.27 in);,129 g (4.55 oz);,"750 x 1334 pixels, 16:9 ratio (~326 ppi density);"
6434,Samsung,Samsung Galaxy Note 4,https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-note-4-new.jpg,153.5 x 78.6 x 8.5 mm (6.04 x 3.09 x 0.33 in);,176 g (6.21 oz);,"1440 x 2560 pixels, 16:9 ratio (~518 ppi density);"
6631,Samsung,Samsung Galaxy Note Edge,https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-note-edge1.jpg,151.3 x 82.4 x 8.3 mm (5.96 x 3.24 x 0.33 in);,174 g (6.14 oz);,"1600 x 2560 pixels, 16:10 ratio (~524 ppi density);"
6665,Apple,Apple iPhone 6 Plus,https://fdn2.gsmarena.com/vv/bigpic/apple-iphone-6-plus2.jpg,158.1 x 77.8 x 7.1 mm (6.22 x 3.06 x 0.28 in);,172 g (6.07 oz);,"1080 x 1920 pixels, 16:9 ratio (~401 ppi density);"
6741,Apple,Apple iPad mini 3,https://fdn2.gsmarena.com/vv/bigpic/apple-ipad-mini-3-new.jpg,200 x 134.7 x 7.5 mm (7.87 x 5.30 x 0.30 in);,331 g (Wi-Fi) / 341 g (3G/LTE) (11.68 oz);,"1536 x 2048 pixels, 4:3 ratio (~324 ppi density);"
6742,Apple,Apple iPad Air 2,https://fdn2.gsmarena.com/vv/bigpic/apple-ipad-air-2-new.jpg,240 x 169.5 x 6.1 mm (9.45 x 6.67 x 0.24 in);,437 g (Wi-Fi) / 444 g (3G/LTE) (15.41 oz);,"1536 x 2048 pixels, 4:3 ratio (~264 ppi density);"
6749,Samsung,Samsung Galaxy Note 4 Duos,https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-note-4-duos-sm-n9100.jpg,153.5 x 78.6 x 8.5 mm (6.04 x 3.09 x 0.33 in);,175 g (6.17 oz);,"1440 x 2560 pixels, 16:9 ratio (~515 ppi density);"
6758,Samsung,Samsung Galaxy Note 4 (USA),https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-note-4-cdma.jpg,153.5 x 78.6 x 8.5 mm (6.04 x 3.09 x 0.33 in);,176 g (6.21 oz);,"1440 x 2560 pixels, 16:9 ratio (~518 ppi density);"
7242,Apple,Apple iPhone 6s,https://fdn2.gsmarena.com/vv/bigpic/apple-iphone-6s1.jpg,138.3 x 67.1 x 7.1 mm (5.44 x 2.64 x 0.28 in);,143 g (5.04 oz);,"750 x 1334 pixels, 16:9 ratio (~326 ppi density);"
7243,Apple,Apple iPhone 6s Plus,https://fdn2.gsmarena.com/vv/bigpic/apple-iphone-6s-plus.jpg,158.2 x 77.9 x 7.3 mm (6.23 x 3.07 x 0.29 in);,192 g (6.77 oz);,"1080 x 1920 pixels, 16:9 ratio (~401 ppi density);"
7431,Samsung,Samsung Galaxy Note5,https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-note5.jpg,153.2 x 76.1 x 7.6 mm (6.03 x 3.00 x 0.30 in);,171 g (6.03 oz);,"1440 x 2560 pixels, 16:9 ratio (~518 ppi density);"
7504,Samsung,Samsung Galaxy Note5 (USA),https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-note5.jpg,153.2 x 76.1 x 7.6 mm (6.03 x 3.00 x 0.30 in);,171 g (6.03 oz);,"1440 x 2560 pixels, 16:9 ratio (~515 ppi density);"
7508,Samsung,Samsung Galaxy Note5 Duos,https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-note5.jpg,153.2 x 76.1 x 7.6 mm (6.03 x 3.00 x 0.30 in);,171 g (6.03 oz);,"1440 x 2560 pixels, 16:9 ratio (~515 ppi density);"
7561,Apple,Apple iPad mini 4 (2015),https://fdn2.gsmarena.com/vv/bigpic/ipad-mini-41.jpg,203.2 x 134.8 x 6.1 mm (8.0 x 5.31 x 0.24 in);,299 g (Wi-Fi) / 304 g (3G/LTE) (10.55 oz);,"1536 x 2048 pixels, 4:3 ratio (~324 ppi density);"
7562,Apple,Apple iPad Pro 12.9 (2015),https://fdn2.gsmarena.com/vv/bigpic/apple-ipad-pro-.jpg,305.7 x 220.6 x 6.9 mm (12.04 x 8.69 x 0.27 in);,713 g (Wi-Fi) / 723 g (LTE) (1.57 lb);,"2048 x 2732 pixels, 4:3 ratio (~264 ppi density);"
7693,Apple,Apple Watch Sport 38mm (1st gen),https://fdn2.gsmarena.com/vv/bigpic/apple-watch-sport-38mm.jpg,38.6 x 33.3 x 10.5 mm (1.52 x 1.31 x 0.41 in);,25 g body (2.19 oz);,340 x 272 pixels (~290 ppi density);
7694,Apple,Apple Watch Sport 42mm (1st gen),https://fdn2.gsmarena.com/vv/bigpic/apple-watch-sport-42mm2.jpg,42 x 35.9 x 10.5 mm (1.65 x 1.41 x 0.41 in);,30 g body (2.47 oz);,390 x 312 pixels (~302 ppi density);
7695,Apple,Apple Watch 38mm (1st gen),https://fdn2.gsmarena.com/vv/bigpic/apple-watch-38mm.jpg,38.6 x 33.3 x 10.5 mm (1.52 x 1.31 x 0.41 in);,40 g body (2.72 oz);,340 x 272 pixels (~290 ppi density);
7696,Apple,Apple Watch 42mm (1st gen),https://fdn2.gsmarena.com/vv/bigpic/apple-watch-42mm.jpg,42 x 35.9 x 10.5 mm (1.65 x 1.41 x 0.41 in);,50 g body (2.82 oz);,390 x 312 pixels (~303 ppi density);
7697,Apple,Apple Watch Edition 38mm (1st gen),https://fdn2.gsmarena.com/vv/bigpic/apple-watch-edition-38mm.jpg,38.6 x 33.3 x 10.5 mm (1.52 x 1.31 x 0.41 in);,55 g body (3.35 oz);,340 x 272 pixels (~290 ppi density);
7698,Apple,Apple Watch Edition 42mm (1st gen),https://fdn2.gsmarena.com/vv/bigpic/apple-watch-edition-42mm.jpg,42 x 35.9 x 10.5 mm (1.65 x 1.41 x 0.41 in);,69 g body (3.53 oz);,390 x 312 pixels (~303 ppi density);
7969,Apple,Apple iPhone SE,https://fdn2.gsmarena.com/vv/bigpic/apple-iphone-5se-ofic.jpg,123.8 x 58.6 x 7.6 mm (4.87 x 2.31 x 0.30 in);,113 g (3.99 oz);,"640 x 1136 pixels, 16:9 ratio (~326 ppi density);"
7984,Apple,Apple iPad Pro 9.7 (2016),https://fdn2.gsmarena.com/vv/bigpic/apple-ipad-pro-97.jpg,240 x 169.5 x 6.1 mm (9.45 x 6.67 x 0.24 in);,437 g (Wi-Fi) / 444 g (LTE) (15.41 oz);,"1536 x 2048 pixels, 4:3 ratio (~264 ppi density);"
8064,Apple,Apple iPhone 7,https://fdn2.gsmarena.com/vv/bigpic/apple-iphone-7r4.jpg,138.3 x 67.1 x 7.1 mm (5.44 x 2.64 x 0.28 in);,138 g (4.87 oz);,"750 x 1334 pixels, 16:9 ratio (~326 ppi density);"
8065,Apple,Apple iPhone 7 Plus,https://fdn2.gsmarena.com/vv/bigpic/apple-iphone-7-plus-r2.jpg,158.2 x 77.9 x 7.3 mm (6.23 x 3.07 x 0.29 in);,188 g (6.63 oz);,"1080 x 1920 pixels, 16:9 ratio (~401 ppi density);"
8082,Samsung,Samsung Galaxy Note7,https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-note7.jpg,153.5 x 73.9 x 7.9 mm (6.04 x 2.91 x 0.31 in);,169 g (5.96 oz);,"1440 x 2560 pixels, 16:9 ratio (~518 ppi density);"
8131,Apple,Apple iPhone 8 Plus,https://fdn2.gsmarena.com/vv/bigpic/apple-iphone-8-plus-new.jpg,158.4 x 78.1 x 7.5 mm (6.24 x 3.07 x 0.30 in);,202 g (7.13 oz);,"1080 x 1920 pixels, 16:9 ratio (~401 ppi density);"
8242,Samsung,Samsung Galaxy Note7 (USA),https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-note7-usa.jpg,153.5 x 73.9 x 7.9 mm (6.04 x 2.91 x 0.31 in);,169 g (5.96 oz);,"1440 x 2560 pixels, 16:9 ratio (~515 ppi density);"
